id,search_criteria,address,listingUrl,price,beds,baths,area,coord,zestimate,priceReduction,brokerName,crawl_url_result,days_on_market,page_views,listing_agent,year_built,hoa_fees,property_tax,school_ratings,neighborhood_desc
47,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-122.27208920044437%2C%22east%22%3A-122.18814678711429%2C%22south%22%3A37.437499385283914%2C%22north%22%3A37.49588201461651%7D%2C%22mapZoom%22%3A14%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22beds%22%3A%7B%22min%22%3A1%7D%2C%22baths%22%3A%7B%22min%22%3A1%7D%7D%2C%22isListVisible%22%3Atrue%2C%22usersSearchTerm%22%3A%22%22%2C%22pagination%22%3A%7B%7D%7D,"2003 Idaho Ct, Redwood City, CA 94061",https://www.zillow.com/homedetails/2003-Idaho-Ct-Redwood-City-CA-94061/15591954_zpid/,"$1,699,000 ",3,2,1030,"37.45455,-122.23165",1765400,-,-,,,,,,,,,
48,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-122.27208920044437%2C%22east%22%3A-122.18814678711429%2C%22south%22%3A37.437499385283914%2C%22north%22%3A37.49588201461651%7D%2C%22mapZoom%22%3A14%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22beds%22%3A%7B%22min%22%3A1%7D%2C%22baths%22%3A%7B%22min%22%3A1%7D%7D%2C%22isListVisible%22%3Atrue%2C%22usersSearchTerm%22%3A%22%22%2C%22pagination%22%3A%7B%7D%7D,"18 Sycamore Ct, Redwood City, CA 94061",https://www.zillow.com/homedetails/18-Sycamore-Ct-Redwood-City-CA-94061/15577516_zpid/,"$1,988,888 ",4,3,2600,"37.460377,-122.22932",2102800,-,-,,,,,,,,,
49,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-122.27208920044437%2C%22east%22%3A-122.18814678711429%2C%22south%22%3A37.437499385283914%2C%22north%22%3A37.49588201461651%7D%2C%22mapZoom%22%3A14%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22beds%22%3A%7B%22min%22%3A1%7D%2C%22baths%22%3A%7B%22min%22%3A1%7D%7D%2C%22isListVisible%22%3Atrue%2C%22usersSearchTerm%22%3A%22%22%2C%22pagination%22%3A%7B%7D%7D,"1024 5th Ave, Redwood City, CA 94063",https://www.zillow.com/homedetails/1024-5th-Ave-Redwood-City-CA-94063/15567662_zpid/,"$1,798,000 ",4,2,2198,"37.483994,-122.196434",1878300,-,-,,,,,,,,,
50,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-122.27208920044437%2C%22east%22%3A-122.18814678711429%2C%22south%22%3A37.437499385283914%2C%22north%22%3A37.49588201461651%7D%2C%22mapZoom%22%3A14%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22beds%22%3A%7B%22min%22%3A1%7D%2C%22baths%22%3A%7B%22min%22%3A1%7D%7D%2C%22isListVisible%22%3Atrue%2C%22usersSearchTerm%22%3A%22%22%2C%22pagination%22%3A%7B%7D%7D,"2221 Jefferson Ave, Redwood City, CA 94062",https://www.zillow.com/homedetails/2221-Jefferson-Ave-Redwood-City-CA-94062/15573871_zpid/,"$1,699,000 ",3,2,1400,"37.474186,-122.239334",1821300,-,-,,,,,,,,,
51,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-122.27208920044437%2C%22east%22%3A-122.18814678711429%2C%22south%22%3A37.437499385283914%2C%22north%22%3A37.49588201461651%7D%2C%22mapZoom%22%3A14%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22beds%22%3A%7B%22min%22%3A1%7D%2C%22baths%22%3A%7B%22min%22%3A1%7D%7D%2C%22isListVisible%22%3Atrue%2C%22usersSearchTerm%22%3A%22%22%2C%22pagination%22%3A%7B%7D%7D,"537 7th Ave, Menlo Park, CA 94025",https://www.zillow.com/homedetails/537-7th-Ave-Menlo-Park-CA-94025/15578891_zpid/,"$1,998,000 ",3,3,1689,"37.475025,-122.200745",-,-,-,,,,,,,,,
52,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-122.27208920044437%2C%22east%22%3A-122.18814678711429%2C%22south%22%3A37.437499385283914%2C%22north%22%3A37.49588201461651%7D%2C%22mapZoom%22%3A14%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22beds%22%3A%7B%22min%22%3A1%7D%2C%22baths%22%3A%7B%22min%22%3A1%7D%7D%2C%22isListVisible%22%3Atrue%2C%22usersSearchTerm%22%3A%22%22%2C%22pagination%22%3A%7B%7D%7D,"700 Glenloch Way, Redwood City, CA 94062",https://www.zillow.com/homedetails/700-Glenloch-Way-Redwood-City-CA-94062/79846303_zpid/,"$3,988,000 ",6,5,6200,"37.463814,-122.27041",4095100,-,-,,,,,,,,,
53,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-122.27208920044437%2C%22east%22%3A-122.18814678711429%2C%22south%22%3A37.437499385283914%2C%22north%22%3A37.49588201461651%7D%2C%22mapZoom%22%3A14%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22beds%22%3A%7B%22min%22%3A1%7D%2C%22baths%22%3A%7B%22min%22%3A1%7D%7D%2C%22isListVisible%22%3Atrue%2C%22usersSearchTerm%22%3A%22%22%2C%22pagination%22%3A%7B%7D%7D,"1108 Haven Ave, Redwood City, CA 94063",https://www.zillow.com/homedetails/1108-Haven-Ave-Redwood-City-CA-94063/15568355_zpid/,"$1,449,000 ",4,4,1600,"37.48479,-122.18971",1531900,-,-,,,,,,,,,
54,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-122.27208920044437%2C%22east%22%3A-122.18814678711429%2C%22south%22%3A37.437499385283914%2C%22north%22%3A37.49588201461651%7D%2C%22mapZoom%22%3A14%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22beds%22%3A%7B%22min%22%3A1%7D%2C%22baths%22%3A%7B%22min%22%3A1%7D%7D%2C%22isListVisible%22%3Atrue%2C%22usersSearchTerm%22%3A%22%22%2C%22pagination%22%3A%7B%7D%7D,"827 Chestnut St, Redwood City, CA 94063",https://www.zillow.com/homedetails/827-Chestnut-St-Redwood-City-CA-94063/15566021_zpid/,"$945,000 ",2,1,1160,"37.485394,-122.21972",914800,-,Vanguard Properties,,,,,,,,,
55,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-122.27208920044437%2C%22east%22%3A-122.18814678711429%2C%22south%22%3A37.437499385283914%2C%22north%22%3A37.49588201461651%7D%2C%22mapZoom%22%3A14%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22beds%22%3A%7B%22min%22%3A1%7D%2C%22baths%22%3A%7B%22min%22%3A1%7D%7D%2C%22isListVisible%22%3Atrue%2C%22usersSearchTerm%22%3A%22%22%2C%22pagination%22%3A%7B%7D%7D,"1651 Stone Pine Ln, Menlo Park, CA 94025",https://www.zillow.com/homedetails/1651-Stone-Pine-Ln-Menlo-Park-CA-94025/15580459_zpid/,"$2,895,000 ",3,3,3640,"37.459946,-122.19119",2959600,-,-,,,,,,,,,
56,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-122.27208920044437%2C%22east%22%3A-122.18814678711429%2C%22south%22%3A37.437499385283914%2C%22north%22%3A37.49588201461651%7D%2C%22mapZoom%22%3A14%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22beds%22%3A%7B%22min%22%3A1%7D%2C%22baths%22%3A%7B%22min%22%3A1%7D%7D%2C%22isListVisible%22%3Atrue%2C%22usersSearchTerm%22%3A%22%22%2C%22pagination%22%3A%7B%7D%7D,"67 Oakwood Dr, Redwood City, CA 94061",https://www.zillow.com/homedetails/67-Oakwood-Dr-Redwood-City-CA-94061/82956257_zpid/,"$1,599,000 ",3,3,1640,"37.469337,-122.21416",1631900,-,-,,,,,,,,,
57,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-122.27208920044437%2C%22east%22%3A-122.18814678711429%2C%22south%22%3A37.437499385283914%2C%22north%22%3A37.49588201461651%7D%2C%22mapZoom%22%3A14%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22beds%22%3A%7B%22min%22%3A1%7D%2C%22baths%22%3A%7B%22min%22%3A1%7D%7D%2C%22isListVisible%22%3Atrue%2C%22usersSearchTerm%22%3A%22%22%2C%22pagination%22%3A%7B%7D%7D,"2325 Jefferson Ave, Redwood City, CA 94062",https://www.zillow.com/homedetails/2325-Jefferson-Ave-Redwood-City-CA-94062/15573861_zpid/,"$1,599,000 ",3,3,2298,"37.47334,-122.23986",1657000,-,-,,,,,,,,,
58,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-122.27208920044437%2C%22east%22%3A-122.18814678711429%2C%22south%22%3A37.437499385283914%2C%22north%22%3A37.49588201461651%7D%2C%22mapZoom%22%3A14%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22beds%22%3A%7B%22min%22%3A1%7D%2C%22baths%22%3A%7B%22min%22%3A1%7D%7D%2C%22isListVisible%22%3Atrue%2C%22usersSearchTerm%22%3A%22%22%2C%22pagination%22%3A%7B%7D%7D,"1921 Poplar Ave, Redwood City, CA 94061",https://www.zillow.com/homedetails/1921-Poplar-Ave-Redwood-City-CA-94061/15576050_zpid/,"$1,182,000 ",2,1,860,"37.464233,-122.23614",-,-,-,,,,,,,,,
59,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-122.27208920044437%2C%22east%22%3A-122.18814678711429%2C%22south%22%3A37.437499385283914%2C%22north%22%3A37.49588201461651%7D%2C%22mapZoom%22%3A14%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22beds%22%3A%7B%22min%22%3A1%7D%2C%22baths%22%3A%7B%22min%22%3A1%7D%7D%2C%22isListVisible%22%3Atrue%2C%22usersSearchTerm%22%3A%22%22%2C%22pagination%22%3A%7B%7D%7D,"878 Hillcrest Dr, Redwood City, CA 94062",https://www.zillow.com/homedetails/878-Hillcrest-Dr-Redwood-City-CA-94062/15574489_zpid/,"$2,998,000 ",5,4,2970,"37.474304,-122.25667",2849000,"$282,000 (Aug 29)",-,,,,,,,,,
60,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-122.27208920044437%2C%22east%22%3A-122.18814678711429%2C%22south%22%3A37.437499385283914%2C%22north%22%3A37.49588201461651%7D%2C%22mapZoom%22%3A14%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22beds%22%3A%7B%22min%22%3A1%7D%2C%22baths%22%3A%7B%22min%22%3A1%7D%7D%2C%22isListVisible%22%3Atrue%2C%22usersSearchTerm%22%3A%22%22%2C%22pagination%22%3A%7B%7D%7D,"766 Canyon Rd, Redwood City, CA 94062",https://www.zillow.com/homedetails/766-Canyon-Rd-Redwood-City-CA-94062/15571435_zpid/,"$2,395,000 ",4,4,2450,"37.469864,-122.25447",2544400,-,-,,,,,,,,,
61,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-122.27208920044437%2C%22east%22%3A-122.18814678711429%2C%22south%22%3A37.437499385283914%2C%22north%22%3A37.49588201461651%7D%2C%22mapZoom%22%3A14%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22beds%22%3A%7B%22min%22%3A1%7D%2C%22baths%22%3A%7B%22min%22%3A1%7D%7D%2C%22isListVisible%22%3Atrue%2C%22usersSearchTerm%22%3A%22%22%2C%22pagination%22%3A%7B%7D%7D,"338 Atherton Ave, Atherton, CA 94027",https://www.zillow.com/homedetails/338-Atherton-Ave-Atherton-CA-94027/15593291_zpid/,"$9,500,000 ",5,6,4181,"37.439114,-122.21857",9751700,-,Realty World Bay Area R.E.,,,,,,,,,
62,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-122.27208920044437%2C%22east%22%3A-122.18814678711429%2C%22south%22%3A37.437499385283914%2C%22north%22%3A37.49588201461651%7D%2C%22mapZoom%22%3A14%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22beds%22%3A%7B%22min%22%3A1%7D%2C%22baths%22%3A%7B%22min%22%3A1%7D%7D%2C%22isListVisible%22%3Atrue%2C%22usersSearchTerm%22%3A%22%22%2C%22pagination%22%3A%7B%7D%7D,"264 Upland Rd, Redwood City, CA 94062",https://www.zillow.com/homedetails/264-Upland-Rd-Redwood-City-CA-94062/15572790_zpid/,"$1,898,000 ",3,2,1660,"37.4781,-122.25615",1994600,-,-,,,,,,,,,
63,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-122.27208920044437%2C%22east%22%3A-122.18814678711429%2C%22south%22%3A37.437499385283914%2C%22north%22%3A37.49588201461651%7D%2C%22mapZoom%22%3A14%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22beds%22%3A%7B%22min%22%3A1%7D%2C%22baths%22%3A%7B%22min%22%3A1%7D%7D%2C%22isListVisible%22%3Atrue%2C%22usersSearchTerm%22%3A%22%22%2C%22pagination%22%3A%7B%7D%7D,"164 Elena Ave, Atherton, CA 94027",https://www.zillow.com/homedetails/164-Elena-Ave-Atherton-CA-94027/15593648_zpid/,"$33,375,000 ",5,7,12440,"37.448902,-122.20263",29832900,-,-,,,,,,,,,
64,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-122.27208920044437%2C%22east%22%3A-122.18814678711429%2C%22south%22%3A37.437499385283914%2C%22north%22%3A37.49588201461651%7D%2C%22mapZoom%22%3A14%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22beds%22%3A%7B%22min%22%3A1%7D%2C%22baths%22%3A%7B%22min%22%3A1%7D%7D%2C%22isListVisible%22%3Atrue%2C%22usersSearchTerm%22%3A%22%22%2C%22pagination%22%3A%7B%7D%7D,"603 Poplar Ave, Redwood City, CA 94061",https://www.zillow.com/homedetails/603-Poplar-Ave-Redwood-City-CA-94061/15566232_zpid/,"$1,698,000 ",6,3,2464,"37.471596,-122.22694",-,-,-,,,,,,,,,
65,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-122.27208920044437%2C%22east%22%3A-122.18814678711429%2C%22south%22%3A37.437499385283914%2C%22north%22%3A37.49588201461651%7D%2C%22mapZoom%22%3A14%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22beds%22%3A%7B%22min%22%3A1%7D%2C%22baths%22%3A%7B%22min%22%3A1%7D%7D%2C%22isListVisible%22%3Atrue%2C%22usersSearchTerm%22%3A%22%22%2C%22pagination%22%3A%7B%7D%7D,"527 Spruce St, Redwood City, CA 94063",https://www.zillow.com/homedetails/527-Spruce-St-Redwood-City-CA-94063/15566555_zpid/,"$1,298,000 ",3,2,1226,"37.481773,-122.219215",1281000,-,-,,,,,,,,,
66,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-122.27208920044437%2C%22east%22%3A-122.18814678711429%2C%22south%22%3A37.437499385283914%2C%22north%22%3A37.49588201461651%7D%2C%22mapZoom%22%3A14%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22beds%22%3A%7B%22min%22%3A1%7D%2C%22baths%22%3A%7B%22min%22%3A1%7D%7D%2C%22isListVisible%22%3Atrue%2C%22usersSearchTerm%22%3A%22%22%2C%22pagination%22%3A%7B%7D%7D,"609 El Camino Real, Redwood City, CA 94063",https://www.zillow.com/homedetails/609-El-Camino-Real-Redwood-City-CA-94063/2079355790_zpid/,"$998,000 ",2,2,1375,"37.488926,-122.239494",986900,"$51,000 (Sep 3)",-,,,,,,,,,
67,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-122.27208920044437%2C%22east%22%3A-122.18814678711429%2C%22south%22%3A37.437499385283914%2C%22north%22%3A37.49588201461651%7D%2C%22mapZoom%22%3A14%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22beds%22%3A%7B%22min%22%3A1%7D%2C%22baths%22%3A%7B%22min%22%3A1%7D%7D%2C%22isListVisible%22%3Atrue%2C%22usersSearchTerm%22%3A%22%22%2C%22pagination%22%3A%7B%7D%7D,"252 Edgehill Dr, San Carlos, CA 94070",https://www.zillow.com/homedetails/252-Edgehill-Dr-San-Carlos-CA-94070/15560252_zpid/,"$2,048,000 ",4,2,1680,"37.489437,-122.26163",2011400,"$100,000 (Sep 13)",-,,,,,,,,,
68,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-122.27208920044437%2C%22east%22%3A-122.18814678711429%2C%22south%22%3A37.437499385283914%2C%22north%22%3A37.49588201461651%7D%2C%22mapZoom%22%3A14%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22beds%22%3A%7B%22min%22%3A1%7D%2C%22baths%22%3A%7B%22min%22%3A1%7D%7D%2C%22isListVisible%22%3Atrue%2C%22usersSearchTerm%22%3A%22%22%2C%22pagination%22%3A%7B%7D%7D,"1148 5th Ave, Redwood City, CA 94063",https://www.zillow.com/homedetails/1148-5th-Ave-Redwood-City-CA-94063/15567709_zpid/,"$2,575,000 ",4,4,2710,"37.485058,-122.196175",2502000,-,-,,,,,,,,,
69,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-122.27208920044437%2C%22east%22%3A-122.18814678711429%2C%22south%22%3A37.437499385283914%2C%22north%22%3A37.49588201461651%7D%2C%22mapZoom%22%3A14%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22beds%22%3A%7B%22min%22%3A1%7D%2C%22baths%22%3A%7B%22min%22%3A1%7D%7D%2C%22isListVisible%22%3Atrue%2C%22usersSearchTerm%22%3A%22%22%2C%22pagination%22%3A%7B%7D%7D,"629 Stanford Ave, Redwood City, CA 94063",https://www.zillow.com/homedetails/629-Stanford-Ave-Redwood-City-CA-94063/15567225_zpid/,"$798,888 ",2,1,720,"37.47976,-122.20874",771000,"$31,000 (Aug 20)",-,,,,,,,,,
70,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-122.27208920044437%2C%22east%22%3A-122.18814678711429%2C%22south%22%3A37.437499385283914%2C%22north%22%3A37.49588201461651%7D%2C%22mapZoom%22%3A14%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22beds%22%3A%7B%22min%22%3A1%7D%2C%22baths%22%3A%7B%22min%22%3A1%7D%7D%2C%22isListVisible%22%3Atrue%2C%22usersSearchTerm%22%3A%22%22%2C%22pagination%22%3A%7B%7D%7D,"815 Bayview Way, Redwood City, CA 94062",https://www.zillow.com/homedetails/815-Bayview-Way-Redwood-City-CA-94062/15590022_zpid/,"$3,679,000 ",4,3,3789,"37.45979,-122.26505",3741000,-,-,,,,,,,,,
71,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-122.27208920044437%2C%22east%22%3A-122.18814678711429%2C%22south%22%3A37.437499385283914%2C%22north%22%3A37.49588201461651%7D%2C%22mapZoom%22%3A14%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22beds%22%3A%7B%22min%22%3A1%7D%2C%22baths%22%3A%7B%22min%22%3A1%7D%7D%2C%22isListVisible%22%3Atrue%2C%22usersSearchTerm%22%3A%22%22%2C%22pagination%22%3A%7B%7D%7D,"138 Almendral Ave, Atherton, CA 94027",https://www.zillow.com/homedetails/138-Almendral-Ave-Atherton-CA-94027/15577958_zpid/,"$19,998,000 ",5,8,8412,"37.45615,-122.21176",18342800,,-,,,,,,,,,
72,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-122.27208920044437%2C%22east%22%3A-122.18814678711429%2C%22south%22%3A37.437499385283914%2C%22north%22%3A37.49588201461651%7D%2C%22mapZoom%22%3A14%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22beds%22%3A%7B%22min%22%3A1%7D%2C%22baths%22%3A%7B%22min%22%3A1%7D%7D%2C%22isListVisible%22%3Atrue%2C%22usersSearchTerm%22%3A%22%22%2C%22pagination%22%3A%7B%7D%7D,"3015 E Bayshore Rd SPACE 211, Redwood City, CA 94063",https://www.zillow.com/homedetails/3015-E-Bayshore-Rd-SPACE-211-Redwood-City-CA-94063/68565108_zpid/,"$309,000 ",3,2,983,"37.487267,-122.19456",309100,-,-,,,,,,,,,
73,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-122.27208920044437%2C%22east%22%3A-122.18814678711429%2C%22south%22%3A37.437499385283914%2C%22north%22%3A37.49588201461651%7D%2C%22mapZoom%22%3A14%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22beds%22%3A%7B%22min%22%3A1%7D%2C%22baths%22%3A%7B%22min%22%3A1%7D%7D%2C%22isListVisible%22%3Atrue%2C%22usersSearchTerm%22%3A%22%22%2C%22pagination%22%3A%7B%7D%7D,"435 E Oakwood Blvd, Redwood City, CA 94061",https://www.zillow.com/homedetails/435-E-Oakwood-Blvd-Redwood-City-CA-94061/240240609_zpid/,"$3,248,000 ",6,6,3918,"37.467247,-122.21433",3352000,-,-,"{""days_on_market"":""4 days"",""page_views"":""749"",""listing_agent"":""Brett Caviness, Don Straub"",""year_built"":""1936"",""hoa_fees"":""$0"",""property_tax"":""$12,236"",""school_ratings"":""Garfield Elementary School: 3/10, Woodside High School: 7/10, Hoover Elementary School: 4/10"",""neighborhood_desc"":""A sophisticated take on upscale California Mediterranean architecture and living. With a commanding appeal, experience this sought after location where you'll be neighbor to Silicon Valley's biggest names in sports, entertainment, and business.""}",,,,,,,,
74,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-122.27208920044437%2C%22east%22%3A-122.18814678711429%2C%22south%22%3A37.437499385283914%2C%22north%22%3A37.49588201461651%7D%2C%22mapZoom%22%3A14%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22beds%22%3A%7B%22min%22%3A1%7D%2C%22baths%22%3A%7B%22min%22%3A1%7D%7D%2C%22isListVisible%22%3Atrue%2C%22usersSearchTerm%22%3A%22%22%2C%22pagination%22%3A%7B%7D%7D,"449 Vera Ave, Redwood City, CA 94061",https://www.zillow.com/homedetails/449-Vera-Ave-Redwood-City-CA-94061/15565498_zpid/,"$1,150,000 ",3,1,1200,"37.477802,-122.23059",1111700,-,-,,,,,,,,,
